"PARENT_KEY","Site","Cluster","Plot","Longitude","Latitude","VegStructure","Year","Trees","Shrubs","KEY","trheight","trcircumf","trspecies_scientific","treespecies_common","Subplot"
"uuid:f913dcc2-e16e-4022-bde2-012026cb3906","Mbooni","16","9","37.4723","-1.57236","cropland","2024","yes","yes","uuid:f913dcc2-e16e-4022-bde2-012026cb3906/supl3_tree_data[5]","4.9","42","Mangifera indica","N","3"
"uuid:dd69119b-968c-48d2-89d7-de6cbc781da7","Mbooni","16","8","37.4717","-1.57406","woodland","2024","yes","yes","uuid:dd69119b-968c-48d2-89d7-de6cbc781da7/supl3_tree_data[1]","6.4","10","Eucalyptus saligna","N","3"
"uuid:dd69119b-968c-48d2-89d7-de6cbc781da7","Mbooni","16","8","37.4717","-1.57406","woodland","2024","yes","yes","uuid:dd69119b-968c-48d2-89d7-de6cbc781da7/supl3_tree_data[2]","6.4","12","Eucalyptus saligna","N","3"
"uuid:dd69119b-968c-48d2-89d7-de6cbc781da7","Mbooni","16","8","37.4717","-1.57406","woodland","2024","yes","yes","uuid:dd69119b-968c-48d2-89d7-de6cbc781da7/supl3_tree_data[3]","7.8","18","Jacaranda mimosifolia","N","3"
"uuid:dd69119b-968c-48d2-89d7-de6cbc781da7","Mbooni","16","8","37.4717","-1.57406","woodland","2024","yes","yes","uuid:dd69119b-968c-48d2-89d7-de6cbc781da7/supl3_tree_data[4]","7.8","15","Eucalyptus saligna","N","3"
"uuid:cf696134-553d-472b-aec6-98e50b986101","Mbooni","13","15","37.4745","-1.64523","woodland","2024","yes","yes","uuid:cf696134-553d-472b-aec6-98e50b986101/supl3_tree_data[1]","19.5","91","Eucalyptus saligna","N","3"
"uuid:cf696134-553d-472b-aec6-98e50b986101","Mbooni","13","15","37.4745","-1.64523","woodland","2024","yes","yes","uuid:cf696134-553d-472b-aec6-98e50b986101/supl3_tree_data[2]","9.1","18","Eucalyptus saligna","N","3"
"uuid:cf696134-553d-472b-aec6-98e50b986101","Mbooni","13","15","37.4745","-1.64523","woodland","2024","yes","yes","uuid:cf696134-553d-472b-aec6-98e50b986101/supl3_tree_data[3]","10.5","15","Eucalyptus saligna","N","3"
"uuid:cf696134-553d-472b-aec6-98e50b986101","Mbooni","13","15","37.4745","-1.64523","woodland","2024","yes","yes","uuid:cf696134-553d-472b-aec6-98e50b986101/supl3_tree_data[4]","11.4","18","Eucalyptus saligna","N","3"
"uuid:cf696134-553d-472b-aec6-98e50b986101","Mbooni","13","15","37.4745","-1.64523","woodland","2024","yes","yes","uuid:cf696134-553d-472b-aec6-98e50b986101/supl3_tree_data[5]","11.4","18","Eucalyptus saligna","N","3"
"uuid:cf696134-553d-472b-aec6-98e50b986101","Mbooni","13","15","37.4745","-1.64523","woodland","2024","yes","yes","uuid:cf696134-553d-472b-aec6-98e50b986101/supl3_tree_data[6]","11.4","12","Eucalyptus saligna","N","3"
"uuid:cf696134-553d-472b-aec6-98e50b986101","Mbooni","13","15","37.4745","-1.64523","woodland","2024","yes","yes","uuid:cf696134-553d-472b-aec6-98e50b986101/supl3_tree_data[7]","11.4","22","Eucalyptus saligna","N","3"
"uuid:cf696134-553d-472b-aec6-98e50b986101","Mbooni","13","15","37.4745","-1.64523","woodland","2024","yes","yes","uuid:cf696134-553d-472b-aec6-98e50b986101/supl3_tree_data[8]","14.8","32","Eucalyptus saligna","N","3"
"uuid:cf696134-553d-472b-aec6-98e50b986101","Mbooni","13","15","37.4745","-1.64523","woodland","2024","yes","yes","uuid:cf696134-553d-472b-aec6-98e50b986101/supl3_tree_data[9]","6.2","7","Eucalyptus saligna","N","3"
"uuid:cf696134-553d-472b-aec6-98e50b986101","Mbooni","13","15","37.4745","-1.64523","woodland","2024","yes","yes","uuid:cf696134-553d-472b-aec6-98e50b986101/supl3_tree_data[10]","8.2","7","Eucalyptus saligna","N","3"
"uuid:cf696134-553d-472b-aec6-98e50b986101","Mbooni","13","15","37.4745","-1.64523","woodland","2024","yes","yes","uuid:cf696134-553d-472b-aec6-98e50b986101/supl3_tree_data[11]","8.3","15","Eucalyptus saligna","N","3"
"uuid:cf696134-553d-472b-aec6-98e50b986101","Mbooni","13","15","37.4745","-1.64523","woodland","2024","yes","yes","uuid:cf696134-553d-472b-aec6-98e50b986101/supl3_tree_data[12]","6.4","11","Eucalyptus saligna","N","3"
"uuid:cf696134-553d-472b-aec6-98e50b986101","Mbooni","13","15","37.4745","-1.64523","woodland","2024","yes","yes","uuid:cf696134-553d-472b-aec6-98e50b986101/supl3_tree_data[13]","11.8","16","Eucalyptus saligna","N","3"
"uuid:cf696134-553d-472b-aec6-98e50b986101","Mbooni","13","15","37.4745","-1.64523","woodland","2024","yes","yes","uuid:cf696134-553d-472b-aec6-98e50b986101/supl3_tree_data[14]","36.5","96","Eucalyptus saligna","N","3"
"uuid:cf696134-553d-472b-aec6-98e50b986101","Mbooni","13","15","37.4745","-1.64523","woodland","2024","yes","yes","uuid:cf696134-553d-472b-aec6-98e50b986101/supl3_tree_data[15]","36.2","94","Eucalyptus saligna","N","3"
"uuid:cf696134-553d-472b-aec6-98e50b986101","Mbooni","13","15","37.4745","-1.64523","woodland","2024","yes","yes","uuid:cf696134-553d-472b-aec6-98e50b986101/supl3_tree_data[16]","11.4","14","Eucalyptus saligna","N","3"
"uuid:794cabda-f6fc-4578-80e9-69700d7d47c8","Mbooni","13","3","37.478","-1.64569","woodland","2024","yes","yes","uuid:794cabda-f6fc-4578-80e9-69700d7d47c8/supl3_tree_data[1]","6.2","22","Croton megalocarpus","N","3"
"uuid:f2c65156-7035-42df-9996-f18a51e114bc","Mbooni","13","6","37.4799","-1.64683","cropland","2024","yes","yes","uuid:f2c65156-7035-42df-9996-f18a51e114bc/supl3_tree_data[1]","14.2","36","Grevillea robusta","N","3"
"uuid:f2c65156-7035-42df-9996-f18a51e114bc","Mbooni","13","6","37.4799","-1.64683","cropland","2024","yes","yes","uuid:f2c65156-7035-42df-9996-f18a51e114bc/supl3_tree_data[2]","14.2","41","Grevillea robusta","N","3"
"uuid:f2c65156-7035-42df-9996-f18a51e114bc","Mbooni","13","6","37.4799","-1.64683","cropland","2024","yes","yes","uuid:f2c65156-7035-42df-9996-f18a51e114bc/supl3_tree_data[3]","14.2","37","Grevillea robusta","N","3"
"uuid:48ca4c24-57f2-41d0-859e-dce678ced1c1","Mbooni","13","7","37.4774","-1.65192","woodland","2024","yes","yes","uuid:48ca4c24-57f2-41d0-859e-dce678ced1c1/supl3_tree_data[1]","7.4","20","Eucalyptus saligna","N","3"
"uuid:48ca4c24-57f2-41d0-859e-dce678ced1c1","Mbooni","13","7","37.4774","-1.65192","woodland","2024","yes","yes","uuid:48ca4c24-57f2-41d0-859e-dce678ced1c1/supl3_tree_data[2]","10.8","24","Eucalyptus saligna","N","3"
"uuid:48ca4c24-57f2-41d0-859e-dce678ced1c1","Mbooni","13","7","37.4774","-1.65192","woodland","2024","yes","yes","uuid:48ca4c24-57f2-41d0-859e-dce678ced1c1/supl3_tree_data[3]","10.8","27","Eucalyptus saligna","N","3"
"uuid:48ca4c24-57f2-41d0-859e-dce678ced1c1","Mbooni","13","7","37.4774","-1.65192","woodland","2024","yes","yes","uuid:48ca4c24-57f2-41d0-859e-dce678ced1c1/supl3_tree_data[4]","13.9","66","Grevillea robusta","N","3"
"uuid:4d06d0c5-d342-4c79-b37c-1e918cc604a2","Mbooni","13","2","37.4748","-1.65107","cropland","2024","yes","yes","uuid:4d06d0c5-d342-4c79-b37c-1e918cc604a2/supl3_tree_data[1]","3.9","9","Eucalyptus saligna","N","3"
"uuid:4d06d0c5-d342-4c79-b37c-1e918cc604a2","Mbooni","13","2","37.4748","-1.65107","cropland","2024","yes","yes","uuid:4d06d0c5-d342-4c79-b37c-1e918cc604a2/supl3_tree_data[2]","8.9","16","Eucalyptus saligna","N","3"
"uuid:4d06d0c5-d342-4c79-b37c-1e918cc604a2","Mbooni","13","2","37.4748","-1.65107","cropland","2024","yes","yes","uuid:4d06d0c5-d342-4c79-b37c-1e918cc604a2/supl3_tree_data[3]","4.1","4","Eucalyptus saligna","N","3"
"uuid:4d06d0c5-d342-4c79-b37c-1e918cc604a2","Mbooni","13","2","37.4748","-1.65107","cropland","2024","yes","yes","uuid:4d06d0c5-d342-4c79-b37c-1e918cc604a2/supl3_tree_data[4]","5.2","8","Eucalyptus saligna","N","3"
"uuid:4d06d0c5-d342-4c79-b37c-1e918cc604a2","Mbooni","13","2","37.4748","-1.65107","cropland","2024","yes","yes","uuid:4d06d0c5-d342-4c79-b37c-1e918cc604a2/supl3_tree_data[5]","5.2","7","Eucalyptus saligna","N","3"
"uuid:4d06d0c5-d342-4c79-b37c-1e918cc604a2","Mbooni","13","2","37.4748","-1.65107","cropland","2024","yes","yes","uuid:4d06d0c5-d342-4c79-b37c-1e918cc604a2/supl3_tree_data[6]","9.6","10","Eucalyptus saligna","N","3"
"uuid:4d06d0c5-d342-4c79-b37c-1e918cc604a2","Mbooni","13","2","37.4748","-1.65107","cropland","2024","yes","yes","uuid:4d06d0c5-d342-4c79-b37c-1e918cc604a2/supl3_tree_data[7]","5.7","5","Eucalyptus saligna","N","3"
"uuid:4d06d0c5-d342-4c79-b37c-1e918cc604a2","Mbooni","13","2","37.4748","-1.65107","cropland","2024","yes","yes","uuid:4d06d0c5-d342-4c79-b37c-1e918cc604a2/supl3_tree_data[8]","13.2","22","Eucalyptus saligna","N","3"
"uuid:4d06d0c5-d342-4c79-b37c-1e918cc604a2","Mbooni","13","2","37.4748","-1.65107","cropland","2024","yes","yes","uuid:4d06d0c5-d342-4c79-b37c-1e918cc604a2/supl3_tree_data[9]","13.4","36","Eucalyptus saligna","N","3"
"uuid:4d06d0c5-d342-4c79-b37c-1e918cc604a2","Mbooni","13","2","37.4748","-1.65107","cropland","2024","yes","yes","uuid:4d06d0c5-d342-4c79-b37c-1e918cc604a2/supl3_tree_data[10]","14.2","43","Eucalyptus saligna","N","3"
"uuid:4d06d0c5-d342-4c79-b37c-1e918cc604a2","Mbooni","13","2","37.4748","-1.65107","cropland","2024","yes","yes","uuid:4d06d0c5-d342-4c79-b37c-1e918cc604a2/supl3_tree_data[11]","9.6","11","Eucalyptus saligna","N","3"
"uuid:4d06d0c5-d342-4c79-b37c-1e918cc604a2","Mbooni","13","2","37.4748","-1.65107","cropland","2024","yes","yes","uuid:4d06d0c5-d342-4c79-b37c-1e918cc604a2/supl3_tree_data[12]","4.1","3.5","Eucalyptus saligna","N","3"
"uuid:2200413d-928e-446b-8d5d-dcc0a7768440","Mbooni","13","9","37.4733","-1.64986","shrubland","2024","yes","yes","uuid:2200413d-928e-446b-8d5d-dcc0a7768440/supl3_tree_data[1]","7.2","28","Grevillea robusta","N","3"
"uuid:2200413d-928e-446b-8d5d-dcc0a7768440","Mbooni","13","9","37.4733","-1.64986","shrubland","2024","yes","yes","uuid:2200413d-928e-446b-8d5d-dcc0a7768440/supl3_tree_data[2]","4.7","14","Grevillea robusta","N","3"
"uuid:2200413d-928e-446b-8d5d-dcc0a7768440","Mbooni","13","9","37.4733","-1.64986","shrubland","2024","yes","yes","uuid:2200413d-928e-446b-8d5d-dcc0a7768440/supl3_tree_data[3]","4.6","14","Grevillea robusta","N","3"
"uuid:ef6bfb34-2893-4dbe-960f-7fe9b0be2ec5","Mbooni","13","1","37.4732","-1.64805","shrubland","2024","yes","yes","uuid:ef6bfb34-2893-4dbe-960f-7fe9b0be2ec5/supl3_tree_data[1]","3.4","5","Prunus domestica","N","3"
"uuid:ef6bfb34-2893-4dbe-960f-7fe9b0be2ec5","Mbooni","13","1","37.4732","-1.64805","shrubland","2024","yes","yes","uuid:ef6bfb34-2893-4dbe-960f-7fe9b0be2ec5/supl3_tree_data[2]","15.2","31","Grevillea robusta","N","3"
"uuid:b4ae3f3b-d2a3-481b-841e-a0607c3ae732","Mbooni","14","10","37.4764","-1.62854","cropland","2024","yes","yes","uuid:b4ae3f3b-d2a3-481b-841e-a0607c3ae732/supl3_tree_data[1]","3.7","52","Mangifera indica","N","3"
"uuid:b4ae3f3b-d2a3-481b-841e-a0607c3ae732","Mbooni","14","10","37.4764","-1.62854","cropland","2024","yes","yes","uuid:b4ae3f3b-d2a3-481b-841e-a0607c3ae732/supl3_tree_data[2]","34.6","182","Eucalyptus saligna","N","3"
"uuid:f002de99-05a5-493a-a629-f3f2ba36c4ad","Mbooni","14","6","37.479","-1.62581","cropland","2024","yes","yes","uuid:f002de99-05a5-493a-a629-f3f2ba36c4ad/supl3_tree_data[1]","6.6","33","Croton megalocarpus","N","3"
"uuid:133d2923-66fc-4d89-b1ac-f59bd3a38201","Mbooni","14","4","37.4772","-1.62149","woodland","2024","yes","yes","uuid:133d2923-66fc-4d89-b1ac-f59bd3a38201/supl3_tree_data[1]","7.3","15","Eucalyptus saligna","N","3"
"uuid:133d2923-66fc-4d89-b1ac-f59bd3a38201","Mbooni","14","4","37.4772","-1.62149","woodland","2024","yes","yes","uuid:133d2923-66fc-4d89-b1ac-f59bd3a38201/supl3_tree_data[2]","4.2","4","Eucalyptus saligna","N","3"
"uuid:133d2923-66fc-4d89-b1ac-f59bd3a38201","Mbooni","14","4","37.4772","-1.62149","woodland","2024","yes","yes","uuid:133d2923-66fc-4d89-b1ac-f59bd3a38201/supl3_tree_data[3]","3.7","7","Antidesma vinosum","N","3"
"uuid:133d2923-66fc-4d89-b1ac-f59bd3a38201","Mbooni","14","4","37.4772","-1.62149","woodland","2024","yes","yes","uuid:133d2923-66fc-4d89-b1ac-f59bd3a38201/supl3_tree_data[4]","24.6","72","Eucalyptus saligna","N","3"
"uuid:133d2923-66fc-4d89-b1ac-f59bd3a38201","Mbooni","14","4","37.4772","-1.62149","woodland","2024","yes","yes","uuid:133d2923-66fc-4d89-b1ac-f59bd3a38201/supl3_tree_data[5]","3.2","4","Lantana camara","N","3"
"uuid:133d2923-66fc-4d89-b1ac-f59bd3a38201","Mbooni","14","4","37.4772","-1.62149","woodland","2024","yes","yes","uuid:133d2923-66fc-4d89-b1ac-f59bd3a38201/supl3_tree_data[6]","10.4","16","Eucalyptus saligna","N","3"
"uuid:133d2923-66fc-4d89-b1ac-f59bd3a38201","Mbooni","14","4","37.4772","-1.62149","woodland","2024","yes","yes","uuid:133d2923-66fc-4d89-b1ac-f59bd3a38201/supl3_tree_data[7]","10.2","18","Eucalyptus saligna","N","3"
"uuid:133d2923-66fc-4d89-b1ac-f59bd3a38201","Mbooni","14","4","37.4772","-1.62149","woodland","2024","yes","yes","uuid:133d2923-66fc-4d89-b1ac-f59bd3a38201/supl3_tree_data[8]","13.6","27","Eucalyptus saligna","N","3"
"uuid:133d2923-66fc-4d89-b1ac-f59bd3a38201","Mbooni","14","4","37.4772","-1.62149","woodland","2024","yes","yes","uuid:133d2923-66fc-4d89-b1ac-f59bd3a38201/supl3_tree_data[9]","3.4","3","Eucalyptus saligna","N","3"
"uuid:133d2923-66fc-4d89-b1ac-f59bd3a38201","Mbooni","14","4","37.4772","-1.62149","woodland","2024","yes","yes","uuid:133d2923-66fc-4d89-b1ac-f59bd3a38201/supl3_tree_data[10]","5.3","12","Croton megalocarpus","N","3"
"uuid:10b0017f-6ba6-41ac-8f95-9e3a8e5c7f4a","Mbooni","14","3","37.476","-1.61963","cropland","2024","yes","yes","uuid:10b0017f-6ba6-41ac-8f95-9e3a8e5c7f4a/supl3_tree_data[1]","4.8","13","Croton megalocarpus","N","3"
"uuid:10b0017f-6ba6-41ac-8f95-9e3a8e5c7f4a","Mbooni","14","3","37.476","-1.61963","cropland","2024","yes","yes","uuid:10b0017f-6ba6-41ac-8f95-9e3a8e5c7f4a/supl3_tree_data[2]","7.4","15","Eucalyptus saligna","N","3"
"uuid:5c540cea-9456-4d72-9adc-49b005b17871","Mbooni","12","5","37.4518","-1.58241","bushland","2024","yes","yes","uuid:5c540cea-9456-4d72-9adc-49b005b17871/supl3_tree_data[1]","4.5","5","Gnidia latifolia","N","3"
"uuid:b1b39b90-e4de-402c-9b64-236a772dfdcf","Mbooni","12","10","37.4557","-1.57868","bushland","2024","yes","yes","uuid:b1b39b90-e4de-402c-9b64-236a772dfdcf/supl3_tree_data[1]","4.2","32","Euphorbia nyikae","N","3"
"uuid:b1b39b90-e4de-402c-9b64-236a772dfdcf","Mbooni","12","10","37.4557","-1.57868","bushland","2024","yes","yes","uuid:b1b39b90-e4de-402c-9b64-236a772dfdcf/supl3_tree_data[2]","5.3","17","Acacia brevispica","N","3"
"uuid:b1b39b90-e4de-402c-9b64-236a772dfdcf","Mbooni","12","10","37.4557","-1.57868","bushland","2024","yes","yes","uuid:b1b39b90-e4de-402c-9b64-236a772dfdcf/supl3_tree_data[3]","5.4","12","Acacia brevispica","N","3"
"uuid:b1b39b90-e4de-402c-9b64-236a772dfdcf","Mbooni","12","10","37.4557","-1.57868","bushland","2024","yes","yes","uuid:b1b39b90-e4de-402c-9b64-236a772dfdcf/supl3_tree_data[4]","3.2","3.5","Croton dichogamus","N","3"
"uuid:b1b39b90-e4de-402c-9b64-236a772dfdcf","Mbooni","12","10","37.4557","-1.57868","bushland","2024","yes","yes","uuid:b1b39b90-e4de-402c-9b64-236a772dfdcf/supl3_tree_data[5]","3.4","42","Euphorbia nyikae","N","3"
"uuid:0a54e1bc-5dce-4646-b086-ad7e26a6aedc","Mbooni","12","3","37.4533","-1.57948","cropland","2024","yes","yes","uuid:0a54e1bc-5dce-4646-b086-ad7e26a6aedc/supl3_tree_data[1]","18.4","90","Grevillea robusta","N","3"
"uuid:0a54e1bc-5dce-4646-b086-ad7e26a6aedc","Mbooni","12","3","37.4533","-1.57948","cropland","2024","yes","yes","uuid:0a54e1bc-5dce-4646-b086-ad7e26a6aedc/supl3_tree_data[2]","18.8","83","Grevillea robusta","N","3"
"uuid:684c4a22-4e2f-4adf-a425-3ac349aefa4d","Mbooni","12","8","37.4516","-1.57589","cropland","2024","yes","yes","uuid:684c4a22-4e2f-4adf-a425-3ac349aefa4d/supl3_tree_data[1]","8.3","102","Dombeya rotundifolia","N","3"
"uuid:684c4a22-4e2f-4adf-a425-3ac349aefa4d","Mbooni","12","8","37.4516","-1.57589","cropland","2024","yes","yes","uuid:684c4a22-4e2f-4adf-a425-3ac349aefa4d/supl3_tree_data[2]","7.5","21","Terminalia brownii","N","3"
"uuid:7c835cae-f0d8-441e-a162-2365544df245","Mbooni","11","1","37.4472","-1.597","bushland","2024","yes","yes","uuid:7c835cae-f0d8-441e-a162-2365544df245/supl3_tree_data[1]","3.2","3.5","Croton dichogamus","N","3"
"uuid:ceeb0b2c-8423-48d4-a93d-d0202399cc23","Mbooni","8","8","37.4296","-1.58204","bushland","2024","yes","yes","uuid:ceeb0b2c-8423-48d4-a93d-d0202399cc23/supl3_tree_data[1]","6.7","58","Terminalia brownii","N","3"
"uuid:ceeb0b2c-8423-48d4-a93d-d0202399cc23","Mbooni","8","8","37.4296","-1.58204","bushland","2024","yes","yes","uuid:ceeb0b2c-8423-48d4-a93d-d0202399cc23/supl3_tree_data[2]","3.9","11","Acacia seyal","N","3"
"uuid:5aecfe2d-47a5-4b0e-b2dc-970319f783be","Mbooni","8","3","37.4316","-1.58116","bushland","2024","yes","yes","uuid:5aecfe2d-47a5-4b0e-b2dc-970319f783be/supl3_tree_data[1]","3.8","11","Combretum apiculatum","N","3"
"uuid:5aecfe2d-47a5-4b0e-b2dc-970319f783be","Mbooni","8","3","37.4316","-1.58116","bushland","2024","yes","yes","uuid:5aecfe2d-47a5-4b0e-b2dc-970319f783be/supl3_tree_data[2]","3.4","7","Maytenus putterlickioides","N","3"
"uuid:5aecfe2d-47a5-4b0e-b2dc-970319f783be","Mbooni","8","3","37.4316","-1.58116","bushland","2024","yes","yes","uuid:5aecfe2d-47a5-4b0e-b2dc-970319f783be/supl3_tree_data[3]","4.7","14","Combretum apiculatum","N","3"
"uuid:5aecfe2d-47a5-4b0e-b2dc-970319f783be","Mbooni","8","3","37.4316","-1.58116","bushland","2024","yes","yes","uuid:5aecfe2d-47a5-4b0e-b2dc-970319f783be/supl3_tree_data[4]","3.2","5","Maytenus putterlickioides","N","3"
"uuid:5aecfe2d-47a5-4b0e-b2dc-970319f783be","Mbooni","8","3","37.4316","-1.58116","bushland","2024","yes","yes","uuid:5aecfe2d-47a5-4b0e-b2dc-970319f783be/supl3_tree_data[5]","4.7","8","Gnidia latifolia","N","3"
"uuid:5aecfe2d-47a5-4b0e-b2dc-970319f783be","Mbooni","8","3","37.4316","-1.58116","bushland","2024","yes","yes","uuid:5aecfe2d-47a5-4b0e-b2dc-970319f783be/supl3_tree_data[6]","3.1","3","Gnidia latifolia","N","3"
"uuid:5aecfe2d-47a5-4b0e-b2dc-970319f783be","Mbooni","8","3","37.4316","-1.58116","bushland","2024","yes","yes","uuid:5aecfe2d-47a5-4b0e-b2dc-970319f783be/supl3_tree_data[7]","5.4","17","And nilotica","N","3"
"uuid:b4f7520d-46dc-4abd-bdeb-8efb89625960","Mbooni","9","5","37.4499","-1.65141","cropland","2024","yes","yes","uuid:b4f7520d-46dc-4abd-bdeb-8efb89625960/supl3_tree_data[1]","8.1","23","Cupressus lusitanica","N","3"
"uuid:b4f7520d-46dc-4abd-bdeb-8efb89625960","Mbooni","9","5","37.4499","-1.65141","cropland","2024","yes","yes","uuid:b4f7520d-46dc-4abd-bdeb-8efb89625960/supl3_tree_data[2]","8.1","18","Cupressus lusitanica","N","3"
"uuid:b4f7520d-46dc-4abd-bdeb-8efb89625960","Mbooni","9","5","37.4499","-1.65141","cropland","2024","yes","yes","uuid:b4f7520d-46dc-4abd-bdeb-8efb89625960/supl3_tree_data[3]","8.2","20","Cupressus lusitanica","N","3"
"uuid:b4f7520d-46dc-4abd-bdeb-8efb89625960","Mbooni","9","5","37.4499","-1.65141","cropland","2024","yes","yes","uuid:b4f7520d-46dc-4abd-bdeb-8efb89625960/supl3_tree_data[4]","8.3","17","Cupressus lusitanica","N","3"
"uuid:b4f7520d-46dc-4abd-bdeb-8efb89625960","Mbooni","9","5","37.4499","-1.65141","cropland","2024","yes","yes","uuid:b4f7520d-46dc-4abd-bdeb-8efb89625960/supl3_tree_data[5]","8.3","15.5","Cupressus lusitanica","N","3"
"uuid:b4f7520d-46dc-4abd-bdeb-8efb89625960","Mbooni","9","5","37.4499","-1.65141","cropland","2024","yes","yes","uuid:b4f7520d-46dc-4abd-bdeb-8efb89625960/supl3_tree_data[6]","8.1","20","Cupressus lusitanica","N","3"
"uuid:b4f7520d-46dc-4abd-bdeb-8efb89625960","Mbooni","9","5","37.4499","-1.65141","cropland","2024","yes","yes","uuid:b4f7520d-46dc-4abd-bdeb-8efb89625960/supl3_tree_data[7]","8.1","19","Cupressus lusitanica","N","3"
"uuid:b4f7520d-46dc-4abd-bdeb-8efb89625960","Mbooni","9","5","37.4499","-1.65141","cropland","2024","yes","yes","uuid:b4f7520d-46dc-4abd-bdeb-8efb89625960/supl3_tree_data[8]","8.2","15.5","Cupressus lusitanica","N","3"
"uuid:b4f7520d-46dc-4abd-bdeb-8efb89625960","Mbooni","9","5","37.4499","-1.65141","cropland","2024","yes","yes","uuid:b4f7520d-46dc-4abd-bdeb-8efb89625960/supl3_tree_data[9]","8.1","18","Cupressus lusitanica","N","3"
"uuid:b4f7520d-46dc-4abd-bdeb-8efb89625960","Mbooni","9","5","37.4499","-1.65141","cropland","2024","yes","yes","uuid:b4f7520d-46dc-4abd-bdeb-8efb89625960/supl3_tree_data[10]","8.1","20","Cupressus lusitanica","N","3"
"uuid:b4f7520d-46dc-4abd-bdeb-8efb89625960","Mbooni","9","5","37.4499","-1.65141","cropland","2024","yes","yes","uuid:b4f7520d-46dc-4abd-bdeb-8efb89625960/supl3_tree_data[11]","8.1","20","Cupressus lusitanica","N","3"
"uuid:b4f7520d-46dc-4abd-bdeb-8efb89625960","Mbooni","9","5","37.4499","-1.65141","cropland","2024","yes","yes","uuid:b4f7520d-46dc-4abd-bdeb-8efb89625960/supl3_tree_data[12]","30.2","90","Grevillea robusta","N","3"
"uuid:b4f7520d-46dc-4abd-bdeb-8efb89625960","Mbooni","9","5","37.4499","-1.65141","cropland","2024","yes","yes","uuid:b4f7520d-46dc-4abd-bdeb-8efb89625960/supl3_tree_data[13]","30.2","63","Grevillea robusta","N","3"
"uuid:77a44103-70e2-4b56-97d4-866f9b0ca92b","Mbooni","9","4","37.4579","-1.6512","woodland","2024","yes","yes","uuid:77a44103-70e2-4b56-97d4-866f9b0ca92b/supl3_tree_data[1]","8.6","10","Eucalyptus saligna","N","3"
"uuid:77a44103-70e2-4b56-97d4-866f9b0ca92b","Mbooni","9","4","37.4579","-1.6512","woodland","2024","yes","yes","uuid:77a44103-70e2-4b56-97d4-866f9b0ca92b/supl3_tree_data[2]","8.6","6.5","Eucalyptus saligna","N","3"
"uuid:77a44103-70e2-4b56-97d4-866f9b0ca92b","Mbooni","9","4","37.4579","-1.6512","woodland","2024","yes","yes","uuid:77a44103-70e2-4b56-97d4-866f9b0ca92b/supl3_tree_data[3]","8.5","7.5","Eucalyptus saligna","N","3"
"uuid:77a44103-70e2-4b56-97d4-866f9b0ca92b","Mbooni","9","4","37.4579","-1.6512","woodland","2024","yes","yes","uuid:77a44103-70e2-4b56-97d4-866f9b0ca92b/supl3_tree_data[4]","8.6","9","Eucalyptus saligna","N","3"
"uuid:77a44103-70e2-4b56-97d4-866f9b0ca92b","Mbooni","9","4","37.4579","-1.6512","woodland","2024","yes","yes","uuid:77a44103-70e2-4b56-97d4-866f9b0ca92b/supl3_tree_data[5]","8.6","9","Eucalyptus saligna","N","3"
"uuid:77a44103-70e2-4b56-97d4-866f9b0ca92b","Mbooni","9","4","37.4579","-1.6512","woodland","2024","yes","yes","uuid:77a44103-70e2-4b56-97d4-866f9b0ca92b/supl3_tree_data[6]","8.6","8.5","Eucalyptus saligna","N","3"
"uuid:77a44103-70e2-4b56-97d4-866f9b0ca92b","Mbooni","9","4","37.4579","-1.6512","woodland","2024","yes","yes","uuid:77a44103-70e2-4b56-97d4-866f9b0ca92b/supl3_tree_data[7]","8.5","7.5","Eucalyptus saligna","N","3"
"uuid:77a44103-70e2-4b56-97d4-866f9b0ca92b","Mbooni","9","4","37.4579","-1.6512","woodland","2024","yes","yes","uuid:77a44103-70e2-4b56-97d4-866f9b0ca92b/supl3_tree_data[8]","18.4","33","Eucalyptus saligna","N","3"
"uuid:77a44103-70e2-4b56-97d4-866f9b0ca92b","Mbooni","9","4","37.4579","-1.6512","woodland","2024","yes","yes","uuid:77a44103-70e2-4b56-97d4-866f9b0ca92b/supl3_tree_data[9]","43.4","120","Eucalyptus saligna","N","3"
"uuid:77a44103-70e2-4b56-97d4-866f9b0ca92b","Mbooni","9","4","37.4579","-1.6512","woodland","2024","yes","yes","uuid:77a44103-70e2-4b56-97d4-866f9b0ca92b/supl3_tree_data[10]","23.4","33","Eucalyptus saligna","N","3"
"uuid:77a44103-70e2-4b56-97d4-866f9b0ca92b","Mbooni","9","4","37.4579","-1.6512","woodland","2024","yes","yes","uuid:77a44103-70e2-4b56-97d4-866f9b0ca92b/supl3_tree_data[11]","3.3","3","Eucalyptus saligna","N","3"
"uuid:77a44103-70e2-4b56-97d4-866f9b0ca92b","Mbooni","9","4","37.4579","-1.6512","woodland","2024","yes","yes","uuid:77a44103-70e2-4b56-97d4-866f9b0ca92b/supl3_tree_data[12]","4.2","5","Eucalyptus saligna","N","3"
"uuid:77a44103-70e2-4b56-97d4-866f9b0ca92b","Mbooni","9","4","37.4579","-1.6512","woodland","2024","yes","yes","uuid:77a44103-70e2-4b56-97d4-866f9b0ca92b/supl3_tree_data[13]","4.2","4","Eucalyptus saligna","N","3"
